score_mode,fine_role,assistant_turn_distance,samples,kept_fraction_mean,heavy_kept_fraction_mean,score_sum_mean,reactivated_messages,reactivated_as_heavy_messages
role_decay,user_msg,30,69,0.0,0.0,0.18870951818383258,0,0
role_decay,user_msg,31,67,0.0,0.0,0.16967925334821887,0,0
role_decay,user_msg,32,65,0.0,0.0,0.15129024065457858,0,0
role_decay,user_msg,33,63,0.0,0.0,0.13606199432933141,0,0
role_decay,user_msg,34,61,0.0,0.0,0.1212754065140349,0,0
role_decay,user_msg,35,59,0.0,0.0,0.10909383750315439,0,0
role_decay,user_msg,36,57,0.0,0.0,0.09720029041432497,0,0
role_decay,user_msg,37,55,0.0,0.0,0.0874599559401924,0,0
role_decay,user_msg,38,53,0.0,0.0,0.0778897003323402,0,0
role_decay,user_msg,39,51,0.0,0.0,0.07010531454694037,0,0
role_decay,user_msg,40,49,0.0,0.0,0.062400748459052066,0,0
role_decay,user_msg,41,47,0.0,0.0,0.056183394639098896,0,0
role_decay,user_msg,42,45,0.0,0.0,0.04997686631977558,0,0
role_decay,user_msg,43,43,0.0,0.0,0.045014916421022524,0,0
role_decay,user_msg,44,41,0.0,0.0,0.04001097072188447,0,0
role_decay,user_msg,45,39,0.0,0.0,0.036054771298017256,0,0
role_decay,user_msg,46,37,0.0,0.0,0.032015796499075114,0,0
role_decay,user_msg,47,35,0.0,0.0,0.028865389153361322,0,0
role_decay,user_msg,48,33,0.0,0.0,0.025600092344437584,0,0
role_decay,user_msg,49,31,0.0,0.0,0.023095392982565587,0,0
role_decay,user_msg,50,29,0.0,0.0,0.020449415025911456,0,0
role_decay,user_msg,51,27,0.0,0.0,0.01846232251436622,0,0
role_decay,user_msg,52,25,0.0,0.0,0.016310509890317917,0,0
role_decay,user_msg,53,23,0.0,0.0,0.014738551442227934,0,0
role_decay,user_msg,54,21,0.0,0.0,0.012978324134434973,0,0
role_decay,user_msg,55,19,0.0,0.0,0.011739469035283515,0,0
role_decay,user_msg,56,17,0.0,0.0,0.010701328242088066,0,0
role_decay,user_msg,57,15,0.0,0.0,0.009292335947975516,0,0
role_decay,user_msg,58,13,0.0,0.0,0.00866727652744605,0,0
role_decay,user_msg,59,11,0.0,0.0,0.008293643212792549,0,0
role_decay,user_msg,60,9,0.0,0.0,0.007969646947458386,0,0
role_decay,user_msg,61,7,0.0,0.0,0.007621450416211571,0,0
role_decay,user_msg,62,5,0.0,0.0,0.007395514892414213,0,0
role_decay,user_msg,63,3,0.0,0.0,0.008593748944501082,0,0
role_decay,user_msg,64,1,0.0,0.0,0.00909810233861208,0,0
zero,asst_gen,0,320,0.9052552483998684,0.15466711630810234,0.0,0,0
zero,asst_gen,1,281,0.6111280484918177,0.5247083828131702,0.0,0,179
zero,asst_gen,2,251,0.10480394916508591,0.10480394916508591,0.0,0,15
zero,asst_gen,3,221,0.0,0.0,0.0,0,0
zero,asst_gen,4,190,0.0,0.0,0.0,0,0
zero,asst_gen,5,162,0.0,0.0,0.0,0,0
zero,asst_gen,6,148,0.0,0.0,0.0,0,0
zero,asst_gen,7,141,0.0,0.0,0.0,0,0
zero,asst_gen,8,132,0.0,0.0,0.0,0,0
zero,asst_gen,9,125,0.0,0.0,0.0,0,0
zero,asst_gen,10,119,0.0,0.0,0.0,0,0
zero,asst_gen,11,114,0.0,0.0,0.0,0,0
zero,asst_gen,12,108,0.0,0.0,0.0,0,0
zero,asst_gen,13,103,0.0,0.0,0.0,0,0
zero,asst_gen,14,99,0.0,0.0,0.0,0,0
zero,asst_gen,15,97,0.0,0.0,0.0,0,0
zero,asst_gen,16,95,0.0,0.0,0.0,0,0
zero,asst_gen,17,93,0.0,0.0,0.0,0,0
zero,asst_gen,18,91,0.0,0.0,0.0,0,0
zero,asst_gen,19,89,0.0,0.0,0.0,0,0
zero,asst_gen,20,87,0.0,0.0,0.0,0,0
zero,asst_gen,21,85,0.0,0.0,0.0,0,0
zero,asst_gen,22,83,0.0,0.0,0.0,0,0
zero,asst_gen,23,81,0.0,0.0,0.0,0,0
zero,asst_gen,24,79,0.0,0.0,0.0,0,0
zero,asst_gen,25,77,0.0,0.0,0.0,0,0
zero,asst_gen,26,75,0.0,0.0,0.0,0,0
zero,asst_gen,27,73,0.0,0.0,0.0,0,0
zero,asst_gen,28,71,0.0,0.0,0.0,0,0
zero,asst_gen,29,69,0.0,0.0,0.0,0,0
zero,asst_gen,30,67,0.0,0.0,0.0,0,0
zero,asst_gen,31,65,0.0,0.0,0.0,0,0
zero,asst_gen,32,63,0.0,0.0,0.0,0,0
zero,asst_gen,33,61,0.0,0.0,0.0,0,0
zero,asst_gen,34,59,0.0,0.0,0.0,0,0
zero,asst_gen,35,57,0.0,0.0,0.0,0,0
zero,asst_gen,36,55,0.0,0.0,0.0,0,0
zero,asst_gen,37,53,0.0,0.0,0.0,0,0
zero,asst_gen,38,51,0.0,0.0,0.0,0,0
zero,asst_gen,39,49,0.0,0.0,0.0,0,0
zero,asst_gen,40,47,0.0,0.0,0.0,0,0
zero,asst_gen,41,45,0.0,0.0,0.0,0,0
zero,asst_gen,42,43,0.0,0.0,0.0,0,0
zero,asst_gen,43,41,0.0,0.0,0.0,0,0
zero,asst_gen,44,39,0.0,0.0,0.0,0,0
zero,asst_gen,45,37,0.0,0.0,0.0,0,0
zero,asst_gen,46,35,0.0,0.0,0.0,0,0
zero,asst_gen,47,33,0.0,0.0,0.0,0,0
zero,asst_gen,48,31,0.0,0.0,0.0,0,0
zero,asst_gen,49,29,0.0,0.0,0.0,0,0
zero,asst_gen,50,27,0.0,0.0,0.0,0,0
zero,asst_gen,51,25,0.0,0.0,0.0,0,0
zero,asst_gen,52,23,0.0,0.0,0.0,0,0
zero,asst_gen,53,21,0.0,0.0,0.0,0,0
zero,asst_gen,54,19,0.0,0.0,0.0,0,0
zero,asst_gen,55,17,0.0,0.0,0.0,0,0
zero,asst_gen,56,15,0.0,0.0,0.0,0,0
zero,asst_gen,57,13,0.0,0.0,0.0,0,0
zero,asst_gen,58,11,0.0,0.0,0.0,0,0
zero,asst_gen,59,9,0.0,0.0,0.0,0,0
zero,asst_gen,60,7,0.0,0.0,0.0,0,0
zero,asst_gen,61,5,0.0,0.0,0.0,0,0
zero,asst_gen,62,3,0.0,0.0,0.0,0,0
zero,asst_gen,63,1,0.0,0.0,0.0,0,0
zero,asst_greeting,0,40,1.0,0.0,0.0,0,0
zero,asst_greeting,1,40,1.0,0.45,0.0,0,18
zero,asst_greeting,2,40,0.7454545454545455,0.6,0.0,0,22
zero,asst_greeting,3,38,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,4,38,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,5,31,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,6,17,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,7,10,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,8,10,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,9,8,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,10,8,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,11,6,0.3636363636363636,0.0,0.0,0,0
zero,asst_greeting,12,6,0.3636363636363636,0.0,0.0,0,0
zero,asst_greeting,13,5,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,14,4,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,15,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,16,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,17,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,18,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,19,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,20,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,21,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,22,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,23,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,24,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,25,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,26,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,27,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,28,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,29,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,30,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,31,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,32,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,33,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,34,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,35,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,36,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,37,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,38,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,39,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,40,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,41,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,42,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,43,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,44,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,45,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,46,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,47,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,48,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,49,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,50,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,51,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,52,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,53,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,54,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,55,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,56,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,57,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,58,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,59,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,60,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,61,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,62,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,63,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,64,1,0.36363636363636365,0.0,0.0,0,0
zero,asst_tool_call,0,40,0.9627840909090908,0.15829015544041453,0.0,0,0
zero,asst_tool_call,1,39,0.2914646554111678,0.2901014538866268,0.0,0,11
zero,asst_tool_call,2,29,0.0,0.0,0.0,0,0
zero,asst_tool_call,3,21,0.0,0.0,0.0,0,0
zero,asst_tool_call,4,14,0.0,0.0,0.0,0,0
zero,asst_tool_call,5,11,0.0,0.0,0.0,0,0
zero,asst_tool_call,6,8,0.0,0.0,0.0,0,0
zero,asst_tool_call,7,5,0.0,0.0,0.0,0,0
zero,asst_tool_call,8,4,0.0,0.0,0.0,0,0
zero,asst_tool_call,9,3,0.0,0.0,0.0,0,0
zero,asst_tool_call,10,1,0.0,0.0,0.0,0,0
zero,user_msg,0,400,0.9992996108949416,0.0036764705882352945,0.0,0,0
zero,user_msg,1,360,0.7700248940470451,0.4450248940470451,0.0,0,167
zero,user_msg,2,320,0.2314447136959906,0.22831371689428487,0.0,0,68
zero,user_msg,3,280,0.012196828213174717,0.012196828213174717,0.0,0,0
zero,user_msg,4,242,0.0,0.0,0.0,0,0
zero,user_msg,5,204,0.0,0.0,0.0,0,0
zero,user_msg,6,173,0.0,0.0,0.0,0,0
zero,user_msg,7,156,0.0,0.0,0.0,0,0
zero,user_msg,8,146,0.0,0.0,0.0,0,0
zero,user_msg,9,136,0.0,0.0,0.0,0,0
zero,user_msg,10,128,0.0,0.0,0.0,0,0
zero,user_msg,11,120,0.0,0.0,0.0,0,0
zero,user_msg,12,114,0.0,0.0,0.0,0,0
zero,user_msg,13,108,0.0,0.0,0.0,0,0
zero,user_msg,14,103,0.0,0.0,0.0,0,0
zero,user_msg,15,99,0.0,0.0,0.0,0,0
zero,user_msg,16,97,0.0,0.0,0.0,0,0
zero,user_msg,17,95,0.0,0.0,0.0,0,0
zero,user_msg,18,93,0.0,0.0,0.0,0,0
zero,user_msg,19,91,0.0,0.0,0.0,0,0
zero,user_msg,20,89,0.0,0.0,0.0,0,0
zero,user_msg,21,87,0.0,0.0,0.0,0,0
zero,user_msg,22,85,0.0,0.0,0.0,0,0
zero,user_msg,23,83,0.0,0.0,0.0,0,0
zero,user_msg,24,81,0.0,0.0,0.0,0,0
zero,user_msg,25,79,0.0,0.0,0.0,0,0
zero,user_msg,26,77,0.0,0.0,0.0,0,0
zero,user_msg,27,75,0.0,0.0,0.0,0,0
zero,user_msg,28,73,0.0,0.0,0.0,0,0
zero,user_msg,29,71,0.0,0.0,0.0,0,0
zero,user_msg,30,69,0.0,0.0,0.0,0,0
zero,user_msg,31,67,0.0,0.0,0.0,0,0
zero,user_msg,32,65,0.0,0.0,0.0,0,0
zero,user_msg,33,63,0.0,0.0,0.0,0,0
zero,user_msg,34,61,0.0,0.0,0.0,0,0
zero,user_msg,35,59,0.0,0.0,0.0,0,0
zero,user_msg,36,57,0.0,0.0,0.0,0,0
zero,user_msg,37,55,0.0,0.0,0.0,0,0
zero,user_msg,38,53,0.0,0.0,0.0,0,0
zero,user_msg,39,51,0.0,0.0,0.0,0,0
zero,user_msg,40,49,0.0,0.0,0.0,0,0
zero,user_msg,41,47,0.0,0.0,0.0,0,0
zero,user_msg,42,45,0.0,0.0,0.0,0,0
zero,user_msg,43,43,0.0,0.0,0.0,0,0
zero,user_msg,44,41,0.0,0.0,0.0,0,0
zero,user_msg,45,39,0.0,0.0,0.0,0,0
zero,user_msg,46,37,0.0,0.0,0.0,0,0
zero,user_msg,47,35,0.0,0.0,0.0,0,0
zero,user_msg,48,33,0.0,0.0,0.0,0,0
zero,user_msg,49,31,0.0,0.0,0.0,0,0
zero,user_msg,50,29,0.0,0.0,0.0,0,0
zero,user_msg,51,27,0.0,0.0,0.0,0,0
zero,user_msg,52,25,0.0,0.0,0.0,0,0
zero,user_msg,53,23,0.0,0.0,0.0,0,0
zero,user_msg,54,21,0.0,0.0,0.0,0,0
zero,user_msg,55,19,0.0,0.0,0.0,0,0
zero,user_msg,56,17,0.0,0.0,0.0,0,0
zero,user_msg,57,15,0.0,0.0,0.0,0,0
zero,user_msg,58,13,0.0,0.0,0.0,0,0
zero,user_msg,59,11,0.0,0.0,0.0,0,0
zero,user_msg,60,9,0.0,0.0,0.0,0,0
zero,user_msg,61,7,0.0,0.0,0.0,0,0
zero,user_msg,62,5,0.0,0.0,0.0,0,0
zero,user_msg,63,3,0.0,0.0,0.0,0,0
zero,user_msg,64,1,0.0,0.0,0.0,0,0
